text,pnum,x0,y0,x1,y1,y
"                                     Diário Oficial do Distrito Federal
PÁGINA   82
Nº 211, quinta-feira, 1° de novembro de 2001",0,28.319992065429688,31.09420394897461,736.9598999023438,52.483970642089844,False
"O GOVERNADOR  DO DISTRITO FEDERAL, no uso de suas atribuições que lhe confere o artigo
100, incisos XXVI e XXVII, da Lei Orgânica do Distrito Federal, e considerando o disposto no inciso
VIII do artigo 33, da Lei n.º 8.112, de 11 de dezembro de 1990, resolve:",0,28.32000732421875,146.72752380371094,368.6320495605469,178.2529754638672,False
"Retificar o ato que concedeu vacância do cargo de Auxiliar de Administração Pública, 3ª Classe,
Padrão II,  ocupado pelo servidor ALUÍSIO ABREU CIRINEU,  matrícula n.º 41.802-1,  publicado no
DODF n.º 237, de 09/12/1997, página 10.145, em virtude de posse em outro cargo inacumulável.",0,28.32000732421875,187.5275115966797,368.96026611328125,218.57298278808594,False
"ONDE SE LÊ: Vigência  a partir de 07/03/1997
LEIA-SE        : Vigência a partir de 10/03/1997",0,28.32000732421875,227.84751892089844,191.05712890625,248.81297302246094,False
"O GOVERNADOR DO DISTRITO FEDERAL, no uso das atribuições que lhe são conferidas pelo
artigo 100, incisos XXVI e XXVII da Lei Orgânica do Distrito Federal, e  e considerando o disposto
no artigo 4º, da Lei nº 1799 de 23 de dezembro de 1997, resolve:",0,28.32000732421875,258.0875244140625,368.6295471191406,289.13299560546875,False
"TORNAR SEM EFEITO o ato de nomeação da candidata, CLAUDIA MARIA CAETANO, nomeada
na vaga decorrente de aposentadoria de Maria Marlene Almeida Miranda, no  para o cargo de
Papiloscopista Policial, 2ª Classe, Padrão I, publicado no DODF 170 de 03/09/2001, pág. 62, por não
ter tomado posse em tempo hábil.",0,28.32000732421875,298.40753173828125,368.69451904296875,339.53302001953125,True
"O GOVERNADOR DO DISTRITO FEDERAL, no uso das atribuições que lhe confere o artigo 100,
incisos XXVI e XXVII, da Lei Orgânica do Distrito Federal, Resolve:",0,28.32000732421875,348.80755615234375,369.123046875,369.77301025390625,False
"Exonerar ADRIANI NÓBREGA GOMES, matrícula nº 104.660-8, do Cargo em Comissão, Símbolo
DFA-10,  de Assessor do Posto de Atendimento Regional de Taguatinga, do Instituto de Defesa do
Consumidor do Distrito Federal.",0,28.32000732421875,379.04754638671875,368.6169128417969,410.09295654296875,False
"Exonerar ANGELA MÁRCIA DE SOUZA PELES, matrícula nº 93.821-1, do Cargo em Comissão,
Símbolo DFG-02,  de Encarregada de Atendimento e Orientação, da Divisão de Informação e Divul-
gação, do Instituto de Defesa do Consumidor do Distrito Federal.",0,28.32000732421875,419.8475341796875,369.0696716308594,450.8929443359375,False
"Nomear ANGELA MÁRCIA DE SOUZA PELES, matrícula nº 93.821-1, para exercer o Cargo em
Comissão, Símbolo DFA-10,  de Assessor do Posto de Atendimento Regional de Taguatinga, do
Instituto de Defesa do Consumidor do Distrito Federal.",0,28.32000732421875,460.1675109863281,369.0613708496094,491.2129211425781,False
"Nomear ANA CRISTINA OLIVEIRA SANTOS, .para exercer o Cargo em Comissão, Símbolo DFG-
02,  de Encarregada de Atendimento e Orientação, da Divisão de Informação e Divulgação, do
Instituto de Defesa do Consumidor do Distrito Federal.",0,28.32000732421875,500.48748779296875,368.4209289550781,531.5328979492188,False
"O GOVERNADOR DO DISTRITO FEDERAL, no uso das atribuições que lhe confere o artigo 100,
incisos XXVI e XXVII, da Lei Orgânica do Distrito Federal, Resolve:",0,28.32000732421875,540.8074340820312,369.123046875,561.7728881835938,False
"Nomear ANDRÉ LUIZ ABRAHÃO,  para exercer o Cargo em Comissão, Símbolo DFG-10, de Chefe
do Núcleo de Divulgação, da Gerência de Divulgação, da Diretoria de Difusão Cultural, da Secretaria
de Estado de Cultura do Distrito Federal.",0,28.32000732421875,571.0474243164062,369.14398193359375,602.0928955078125,False
"O GOVERNADOR DO DISTRITO FEDERAL, no uso das atribuições que lhe confere o artigo 100,
incisos XXVI e XXVII, da Lei Orgânica do Distrito Federal, resolve:",0,28.32000732421875,611.367431640625,369.123046875,632.3328857421875,False
"TORNAR SEM EFEITO no Decreto de 18 de outubro de 2001, publicado no DODF nº 202, de 19 de
outubro de 2001, página 18, o ato que exonerou, a pedido, ALDEMIR PEREIRA CLEMENTINO,
matrícula nº 98.160-5, do Cargo em Comissão, Símbolo DFG-03, de Encarregado de Atendimento
Judiciário, da Unidade de Assistência Judiciária de Planaltina, do Centro de Assistência Judiciária do
Distrito Federal, do Gabinete do Governador, a contar de 20 de agosto de 2001.",0,28.32000732421875,641.1273803710938,368.57672119140625,690.8928833007812,False
"TORNAR SEM EFEITO no Decreto de 18 de outubro de 2001, publicado no DODF nº 202, de 19 de
outubro de 2001, página 18, o ato que exonerou, a pedido, VICTOR OLIVEIRA DRUMOND,
matrícula nº 94.289-8, do Cargo em Comissão, Símbolo DFG-03, de Encarregado de Atendimento
Judiciário, da Unidade de Assistência Judiciária de Brasília, do Centro de Assistência Judiciária do
Distrito Federal, do Gabinete do Governador, a contar de 10 de setembro de 2001.",0,28.32000732421875,699.6874389648438,368.8650207519531,749.932861328125,False
"TORNAR SEM EFEITO no Decreto de 18 de outubro de 2001, publicado no DODF nº 202, de 19 de
outubro de 2001, página 18, o ato que exonerou, por estar sendo nomeada para outro cargo, JULIA-
NA COUTINHO VIANA, matrícula nº 108.168-3, do Cargo em Comissão, Símbolo DFG-03, de
Encarregada de Atendimento Judiciário, da Unidade de Assistência Judiciária do Paranoá, do Centro de
Assistência Judiciária do Distrito Federal, do Gabinete do Governador.",0,28.32000732421875,758.7274780273438,368.1925048828125,808.492919921875,False
"TORNAR SEM EFEITO no Decreto de 18 de outubro de 2001, publicado no DODF nº 202, de 19 de
outubro de 2001, página 18, o ato que exonerou ELIENE JOSÉ FERREIRA, matrícula nº 94.270-7,
do Cargo em Comissão, Símbolo DFG-03, de Encarregado de Atendimento Judiciário,  do Diretor-
Geral, do Centro de Assistência Judiciária do Distrito Federal, do Gabinete do Governador, a contar de
19 de setembro de 2001.",0,28.32000732421875,817.2874755859375,369.0794372558594,867.5328979492188,False
"TORNAR SEM EFEITO no Decreto de 18 de outubro de 2001, publicado no DODF nº 202, de 19 de
outubro de 2001, página 18, o ato que nomeou EDSON GROSSI DE ANDRADE JÚNIOR, para
exercer o Cargo em Comissão, Símbolo DFG-03, de Encarregado de Atendimento Judiciário, do
Diretor-Geral do Centro de Assistência Judiciária do Distrito Federal, do Gabinete do Governador.",0,396.4800109863281,60.80742263793945,737.1159057617188,102.41289520263672,False
"TORNAR SEM EFEITO no Decreto de 18 de outubro de 2001, publicado no DODF nº 202, de 19 de
outubro de 2001, página 18, o ato que nomeou GLAYDSON PEREIRA DOS SANTOS, para exercer
o Cargo em Comissão, Símbolo DFG-03, de Encarregado de Atendimento Judiciário, da Unidade de
Assistência Judiciária de Planaltina, do Centro de Assistência Judiciária do Distrito Federal, do Gabi-
nete do Governador.",0,396.4800109863281,111.68742370605469,736.855224609375,162.89292907714844,False
"TORNAR SEM EFEITO no Decreto de 18 de outubro de 2001, publicado no DODF nº 202, de 19 de
outubro de 2001, página 18, o ato que nomeou JULIANA COUTINHO VIANA, matrícula nº 108.168-
3, para exercer o Cargo em Comissão, Símbolo DFG-03, de Encarregada de Atendimento Judiciário,
da Unidade de Assistência Judiciária de Brasília, do Centro de Assistência Judiciária do Distrito Federal,
do Gabinete do Governador.",0,396.4800109863281,172.16746520996094,737.2701416015625,223.3729705810547,False
"TORNAR SEM EFEITO no Decreto de 18 de outubro de 2001, publicado no DODF nº 202, de 19 de
outubro de 2001, página 18, o ato que nomeou GLAUCIENE MARCELINO MAGALHÃES, para
exercer o Cargo em Comissão, Símbolo DFG-03, de Encarregada de Atendimento Judiciário, da
Unidade de Assistência Judiciária do Paranoá, do Centro de Assistência Judiciária do Distrito Federal,
do Gabinete do Governador.",0,396.4800109863281,232.6475067138672,737.2705078125,283.85302734375,False
"TORNAR SEM EFEITO no Decreto de 18 de outubro de 2001, publicado no DODF nº 202, de 19 de
outubro de 2001, página 18, o ato que exonerou por estar sendo nomeada para outro cargo, EDSO-
NINA OLIVEIRA DE SOUZA, matrícula nº 104.427-3, do Cargo em Comissão, Símbolo DFG-03, de
Encarregada de Atendimento Judiciário, da Unidade de Assistência Judiciária de Ceilândia, do Centro
de Assistência Judiciária do Distrito Federal, do Gabinete do Governador.",0,396.4800109863281,293.1275634765625,736.8303833007812,344.81304931640625,False
"TORNAR SEM EFEITO no Decreto de 18 de outubro de 2001, publicado no DODF nº 202, de 19 de
outubro de 2001, página 18, o ato que exonerou por estar sendo nomeado para outro cargo, PAULO
HENRIQUE RIBEIRO CÔRTES, matrícula nº 108.107-1, do Cargo em Comissão, Símbolo DFG-03,
de Encarregado de Atendimento Judiciário, da Unidade de Assistência Judiciária de Taguatinga, do
Centro de Assistência Judiciária do Distrito Federal, do Gabinete do Governador.",0,396.4800109863281,354.08758544921875,737.2897338867188,405.2930603027344,False
"TORNAR SEM EFEITO no Decreto de 18 de outubro de 2001, publicado no DODF nº 202, de 19 de
outubro de 2001, página 18, o ato que nomeou EDSONINA OLIVEIRA DE SOUZA, matrícula nº
104.427-3,  para exercer o Cargo em Comissão, Símbolo DFG-03, de Encarregada de Atendimento
Judiciário, da Unidade de Assistência Judiciária de Taguatinga, do Centro de Assistência Judiciária do
Distrito Federal, do Gabinete do Governador.",0,396.4800109863281,414.567626953125,736.727783203125,465.77301025390625,False
"TORNAR SEM EFEITO no Decreto de 18 de outubro de 2001, publicado no DODF nº 202, de 19 de
outubro de 2001, página 18, o ato que nomeou PAULO HENRIQUE RIBEIRO CÔRTES, matrícula
nº 108.107-1, para exercer  o Cargo em Comissão, Símbolo DFG-03, de Encarregado de Atendimento
Judiciário, da Unidade de Assistência Judiciária de Ceilândia, do Centro de Assistência Judiciária do
Distrito Federal, do Gabinete do Governador.",0,396.4800109863281,475.0475769042969,737.27392578125,526.2529296875,False
