text,pnum,x0,y0,x1,y1,y
"ANO XLVIII EDIÇÃO No- 1
BRASÍLIA - DF, QUARTA-FEIRA, 2 DE JANEIRO DE 2019",0,144.84640502929688,190.43650817871094,664.482421875,208.86129760742188,False
"Este documento pode ser verificado no endereço eletrônico h t t p : / / w w w. i n . g o v. b r / a u t e n t i c i d a d e . h t m l
pelo código 50012019010200001
Documento assinado digitalmente conforme MP nº 2.200-2 de 24/08/2001, que institui a
Infraestrutura de Chaves Públicas Brasileira - ICP-Brasil.",0,56.558467864990234,881.2556762695312,764.9693603515625,898.0530395507812,False
"SUMÁRIO
SEÇÃO I
PÁG.
SEÇÃO II
PÁG.
SEÇÃO III
PÁG.",0,141.14427185058594,225.40164184570312,401.4985046386719,245.7491455078125,False
"Secretaria de Estado de Desenvolvimento Econômico....................... .
2",0,56.702880859375,270.3973693847656,384.9051818847656,279.22369384765625,False
"DECRETO DE 02 DE JANEIRO DE 2019
O GOVERNADOR DO DISTRITO FEDERAL, no uso das atribuições que lhe confere o artigo 100,
incisos XXVI e XXVII, da Lei Orgânica do Distrito Federal, resolve:
NOMEAR FABRICIO DE OLIVEIRA BARROS para exercer o Cargo de Natureza Especial, Símbolo
CNE-02, de Subsecretário, da Subsecretaria do Tesouro, da Secretaria de Estado de Fazenda,
Planejamento, Orçamento e Gestão do Distrito Federal.
NOMEAR FELIPE RODRIGUES DA SILVA para exercer o Cargo de Natureza Especial, Símbolo
CNE-06, de Coordenador, da Coordenação de Gestão Financeira, da Subsecretaria do Tesouro, da
Secretaria de Estado de Fazenda, Planejamento, Orçamento e Gestão do Distrito Federal.
NOMEAR LAURINÉA ARAÚJO SILVEIRA para exercer o Cargo em Comissão, Símbolo DFG-14,
de Gerente, da Gerência de Pagamentos, da Coordenação de Gestão Financeira, da Subsecretaria do
Tesouro, da Secretaria de Estado de Fazenda, Planejamento, Orçamento e Gestão do Distrito
Federal.
NOMEAR JÚLIO CÉSAR MOREIRA WEST para exercer o Cargo em Comissão, Símbolo DFA-12,
de Assessor, da Coordenação de Estudos Técnicos, da Subsecretaria do Tesouro da Secretaria de
Estado de Fazenda, Planejamento, Orçamento e Gestão do Distrito Federal.
IBANEIS ROCHA",0,418.1086120605469,677.328369140625,765.4592895507812,874.08203125,True
"PÁGINA 2
Nº 1, quarta-feira, 2 de janeiro de 2019
Diário Oficial do Distrito Federal",1,56.66706848144531,55.11705017089844,765.406005859375,70.56302642822266,False
"Este documento pode ser verificado no endereço eletrônico h t t p : / / w w w. i n . g o v. b r / a u t e n t i c i d a d e . h t m l
pelo código 50012019010200002
Documento assinado digitalmente conforme MP nº 2.200-2 de 24/08/2001, que institui a
Infraestrutura de Chaves Públicas Brasileira - ICP-Brasil.",1,56.558467864990234,881.2556762695312,764.9693603515625,898.0530395507812,False
"AGÊNCIA DE DESENVOLVIMENTO DO DISTRITO FEDERAL
COMISSÃO DE VENDA DIRETA",1,100.6820068359375,191.531982421875,359.98516845703125,210.4279022216797,False
"AVISO DE HOMOLOGAÇÃO E CONVOCAÇÃO DE RESULTADO
DO EDITAL 01/2017 - CONDOMÍNIO JARDIM BOTÂNICO
O Presidente da COVED, acolhendo os pareceres inseridos nos processos abaixo, declara habilitados
para a venda à PRAZO os itens a seguir: item 80 - A , ESTÂNCIA JARDIM BOTÂNICO , SHJB
QD 03 Rua 03 LT 112 , ao interessado(a) VANIA RUAS DE MORAIS COSTA , pelo valor de R$
355.410,00 ( trezentos e cinquenta e cinco mil, quatrocentos e dez reais ), conforme proposta de
compra anexada ao processo SEI nº 00111-00020866/2017-81 ; item 171 - A , ESTÂNCIA JARDIM
BOTÂNICO , SHJB QD 03 Rua 05 LT 144 , ao interessado(a) FRANCISCO DE ASSIS CORREIA
SERRA , pelo valor de R$ 187.730,00 ( cento e oitenta e sete mil, setecentos e trinta reais ),
conforme proposta de compra anexada ao processo SEI nº 00111-00019650/2017-73 ; item 68 - A ,
ESTÂNCIA JARDIM BOTÂNICO II , SHJB QD 04 Rua 07 LT 273 , ao interessado(a) LOIANE
ROGÉRIA AIACHE POSTIGLIONE , pelo valor de R$ 340.140,00 ( trezentos e quarenta mil, cento
e quarenta reais ), conforme proposta de compra anexada ao processo SEI nº 00111 - 0 0 0 2 0 7 5 8 / 2 0 1 7 -
17. Para informações e esclarecimentos quanto a prazos e demais obrigações obedeça-se aos termos
estabelecidos no Edital de Convocação para Venda Direta nº 001/2017.
Brasília/DF, 28 de dezembro de 2018
RENATO CORREIA LEAL
Presidente COVED",1,56.69195556640625,217.32638549804688,404.144775390625,361.039794921875,False
"AVISO DE HOMOLOGAÇÃO E CONVOCAÇÃO DE RESULTADO
DO EDITAL 01/2018 - CONDOMÍNIO SOLAR DE BRASÍLIA.
O Presidente da COVED, acolhendo o parecer inserido no processo abaixo, declara habilitado para a
venda à VISTA o item a seguir: item 817, QD 06 RUA 04 LT 01, ao interessado (a) LUZIA
GADELHA DA SILVA GONET, pelo valor de R$ 195.299,66 (cento e noventa e cinco mil, duzentos
e noventa e nove reais e sessenta e seis centavos), conforme proposta de compra anexada ao processo
SEI nº 00111-00004631/2018-23. O presidente da COVED, acolhendo os pareceres inseridos nos
processos abaixo, declara habilitados para a venda a PRAZO os itens a seguir: item 285, QD 02 RUA
07 LT 27, ao interessado (a) MARISTELA DE ARAUJO CAVALCANTE, pelo valor de R$
186.496,67 (cento e oitenta e seis mil, quatrocentos e noventa e seis reais e sessenta e sete centavos),
conforme proposta de compra anexada ao processo SEI nº 00111-00003479/2018-61; item 347, QD 03
RUA 02 LT 19, ao interessado (a) MARIA NEUZA BARBOSA, pelo valor de R$ 188.851,61 (cento
e oitenta e oito mil, oitocentos e cinquenta e um reais e sessenta e um centavos), conforme proposta
de compra anexada ao processo SEI nº 00111-00008077/2018-53 ; item 422 , QD 03 RUA 05 LT 20
, ao interessado(a) GIDALTO DIAS DE AGUIAR , pelo valor de R$ 186.664,88 ( cento e oitenta
e seis mil, seiscentos e sessenta e quatro reais e oitenta e oito centavos ), conforme proposta de
compra anexada ao processo SEI nº 00111-00003686/2018-16 ; item 629 , QD 04 RUA 04 LT 14 ,
ao interessado(a) MARIA DENIS BIASIBETTI , pelo valor de R$ 187.001,30 ( cento e oitenta e sete
mil e um reais e trinta centavos ), conforme proposta de compra anexada ao processo SEI nº 00111-
00008085/2018-08 ; item 816 , QD 06 RUA 03 LT 26 , ao interessado(a) MARIA ANGÉLICA
VALADARES CARNEIRO , pelo valor de R$ 235.165,43 ( duzentos e trinta e cinco mil, cento e
sessenta e cinco reais e quarenta e três centavos ), conforme proposta de compra anexada ao processo
SEI nº 00111-00005418/2018-39 ; item 1100 , QD 06 RUA 13 LT 20 , ao interessado(a) ANDRÉA
VISCONTE MARTINS , pelo valor de R$ 190.757,99 ( cento e noventa mil, setecentos e cinquenta
e sete reais e noventa e nove centavos ), conforme proposta de compra anexada ao processo SEI nº
00111-00005215/2018-42. Para informações e esclarecimentos quanto a prazos e demais obrigações
obedeça-se aos termos estabelecidos no Edital de Convocação para Venda Direta nº 001/2018.
Brasília/DF, 28 de dezembro de 2018
RENATO CORREIA LEAL
Presidente COVED",1,56.69197463989258,368.1159362792969,404.076171875,606.9794921875,False
